iter	Logloss
227	0.1538204012
228	0.1536088973
229	0.1534222939
230	0.1532968393
231	0.1531952179
232	0.1530608401
233	0.1528915455
234	0.1527441462
235	0.1526275661
236	0.152424136
237	0.1522813166
238	0.1521869767
239	0.1520305624
240	0.151938349
241	0.1518089597
242	0.1516735375
243	0.1514986609
244	0.1513931615
245	0.1512889961
246	0.1511321614
247	0.1510322255
248	0.1508225387
249	0.1506406122
250	0.1505716371
251	0.1504311414
252	0.150352251
253	0.1502205541
254	0.1501276165
255	0.150010343
256	0.1498788848
257	0.1497493493
258	0.1496702433
259	0.1495771921
260	0.1494108973
261	0.1492703103
262	0.1491375006
263	0.1489701799
264	0.1487131499
265	0.1486361659
266	0.1485605488
267	0.1484535102
268	0.1483826558
269	0.1482740875
270	0.1480992229
271	0.1479356556
272	0.1478031328
273	0.1476733126
274	0.1476310301
275	0.1475788891
276	0.147497769
277	0.1473616488
278	0.1472586155
279	0.1472103205
280	0.1470335082
281	0.1469324019
282	0.1468147605
283	0.1467418658
284	0.1466305764
285	0.1465623867
286	0.1464251589
287	0.1463433537
288	0.1462379796
289	0.1461016127
290	0.1460465436
291	0.1459283724
292	0.1457987722
293	0.1457256246
294	0.1456509577
295	0.1455438496
296	0.1453718097
297	0.1451824778
298	0.1451227116
299	0.1449920324
300	0.144906065
301	0.1448645863
302	0.144774256
303	0.1446765772
304	0.1445523138
305	0.1444291562
306	0.1442864227
307	0.1441954466
308	0.1441182555
309	0.1440548179
310	0.1439487913
311	0.1438303566
312	0.1437627701
313	0.1436366108
314	0.1435546624
315	0.1434817235
316	0.1434122753
317	0.1432258645
318	0.143109113
319	0.1429873307
320	0.1428742506
321	0.1428159314
322	0.142720127
323	0.1425716187
324	0.1424743318
325	0.1423948621
326	0.142301271
327	0.1422612184
328	0.1421092876
329	0.1419921831
330	0.1418944116
331	0.1417273522
332	0.1416192275
333	0.1415260486
334	0.1414244554
335	0.1413423624
336	0.1412343608
337	0.1410605936
338	0.1410087173
339	0.1409202687
340	0.1408306504
341	0.1406777499
342	0.1406305705
343	0.1405296151
344	0.1404445388
345	0.1404110622
346	0.1403394892
347	0.1402382096
348	0.1401510093
349	0.1400446619
350	0.1399790176
351	0.1398394639
352	0.1397059641
353	0.1395856451
354	0.1395452244
355	0.1394455963
356	0.1393476816
357	0.1392280042
358	0.1390588969
359	0.1389569864
360	0.1388504774
361	0.1387680451
362	0.1386372799
363	0.1385203387
364	0.1384575486
365	0.1383438364
366	0.1382009423
367	0.138128805
368	0.1380275386
369	0.1379351393
370	0.1377349216
371	0.1375993521
372	0.1371476428
373	0.1370645907
374	0.1368920163
375	0.1368265037
376	0.1367227394
377	0.1366299116
378	0.1364791852
379	0.1364330275
380	0.1363777388
381	0.1363047153
382	0.1362479924
383	0.1361554407
384	0.1360355395
385	0.1359983657
386	0.1359070331
387	0.1358229574
388	0.1357714166
389	0.1357248187
390	0.1356166074
391	0.1355516912
392	0.1354869085
393	0.1354491517
394	0.1353562917
395	0.135272599
396	0.1352002864
397	0.1350744068
398	0.1350284044
399	0.1349616638
400	0.1348633088
401	0.1348357095
402	0.134752193
403	0.1347100388
404	0.1346207417
405	0.1344511588
406	0.1343699087
407	0.1342806089
408	0.1341765504
409	0.134018917
410	0.1339252583
411	0.1338028138
412	0.1337235245
413	0.1336857801
414	0.1336142475
415	0.1335755304
416	0.1334416303
417	0.1333725688
418	0.1333005906
419	0.1332278428
420	0.1331889855
421	0.1330924066
422	0.1330124671
423	0.1328718944
424	0.1328364433
425	0.132799418
426	0.132704081
427	0.1326437443
428	0.1325553096
429	0.1324884808
430	0.1324823093
431	0.1323934287
432	0.1322727706
433	0.1321199244
434	0.1320326264
435	0.1319345545
436	0.1318389268
437	0.1317567068
438	0.1316706995
439	0.1316566414
440	0.1315761458
441	0.1314832403
442	0.1314195586
443	0.1313706558
444	0.1312666227
445	0.1308986865
446	0.130804127
447	0.1307319989
448	0.1306440371
449	0.1305817683
450	0.130485112
451	0.1303975932
452	0.1302181081
453	0.1301393408
454	0.1300661432
455	0.129994751
456	0.1299075417
457	0.1298563012
458	0.1297389993
459	0.1297067742
460	0.1296161205
461	0.1295597949
462	0.1295102371
463	0.1294892604
464	0.1294305146
465	0.1293898412
466	0.1293150749
467	0.1292696145
468	0.1291718311
469	0.1290764912
470	0.1290059015
471	0.1288967013
472	0.1288193354
473	0.1287907858
474	0.1286861549
475	0.1286322276
476	0.1286195452
477	0.1284633828
478	0.1284469123
479	0.1283551318
480	0.1282525542
481	0.1281811666
482	0.128117547
483	0.1280074582
484	0.1279392117
485	0.127903338
486	0.1278592567
487	0.1277935365
488	0.127715682
489	0.1276598456
490	0.1276144743
491	0.1274991357
492	0.127447963
493	0.1274016554
494	0.1273296454
495	0.1272470247
496	0.1271433796
497	0.1270660237
498	0.1269529091
499	0.1269252168
500	0.1268042257
501	0.1267455472
502	0.1266588327
503	0.126591356
504	0.1265313976
505	0.1264740156
506	0.1264388409
507	0.1263834096
508	0.1263425198
509	0.1262887173
510	0.1262173444
511	0.1260307284
512	0.1259522133
513	0.1258804456
514	0.1258000553
515	0.1257572452
516	0.1256857068
517	0.125654127
518	0.1255780783
519	0.1254991751
520	0.1254540739
521	0.1254034969
522	0.1253511694
523	0.1252555515
524	0.1251898062
525	0.1251313677
526	0.1250973118
527	0.1250470607
528	0.1249868043
529	0.1249258248
530	0.1248461485
531	0.1247818179
532	0.1247353819
533	0.1246736828
534	0.1245859289
535	0.124519124
536	0.1244378972
537	0.124345872
538	0.1242869883
539	0.124172152
540	0.1241096749
541	0.1240661007
542	0.1240043117
543	0.1239463528
544	0.1238973289
545	0.1238198291
546	0.1237514096
547	0.1236521544
548	0.1236050748
549	0.1235479917
550	0.1235478486
551	0.1234697491
552	0.1234128895
553	0.1233206813
554	0.1232947802
555	0.1232133416
556	0.1229560303
557	0.1228956089
558	0.1228337629
559	0.1227639553
560	0.1226633963
561	0.1225986526
562	0.1225221463
563	0.1224555602
564	0.1224062229
565	0.1223433358
566	0.1222711306
567	0.1222229992
568	0.1221199648
569	0.1220264189
570	0.1219510506
571	0.1219490309
572	0.1218999137
573	0.1218151044
574	0.1217314159
575	0.1216540753
576	0.1216459672
577	0.1216076482
578	0.121573401
579	0.1215190617
580	0.1214719417
581	0.1214087555
582	0.1213680741
583	0.1213173929
584	0.1212735824
585	0.1212546476
586	0.1211953803
587	0.1211383029
588	0.1210423456
589	0.1209771262
590	0.1209079001
591	0.1208474093
592	0.1207971337
593	0.1207165461
594	0.1206601736
595	0.1206026646
596	0.1205363245
597	0.1204821187
598	0.1203798839
599	0.1203417795
600	0.1202997331
601	0.120240774
602	0.1201944828
603	0.1201378233
604	0.1200603015
605	0.1199826584
606	0.1199058567
607	0.1198635604
608	0.1198164445
609	0.1197770541
610	0.1196994416
611	0.1196375217
612	0.1195866601
613	0.1195721108
614	0.1195451386
615	0.1194798085
616	0.11939853
617	0.1193368642
618	0.11930326
619	0.1192852187
620	0.119186292
621	0.1191310934
622	0.1190546901
623	0.1190337818
624	0.118960893
625	0.1188775862
626	0.1188174323
627	0.1187733554
628	0.1187254089
629	0.1185977463
630	0.1185115182
631	0.1184543489
632	0.1183911195
633	0.1183100938
634	0.1182179946
635	0.1181754064
636	0.1181149793
637	0.1180967905
638	0.1180298961
639	0.117927164
640	0.1178941344
641	0.1178256293
642	0.1177705951
643	0.1176852689
644	0.1176413129
645	0.1175028212
646	0.1174581147
647	0.1173715563
648	0.1173120151
649	0.1172658485
650	0.1172118736
651	0.1171566002
652	0.1171022075
653	0.1170598562
654	0.1170143785
655	0.1169865775
656	0.1169420181
657	0.1168890263
658	0.1168337188
659	0.1167557237
660	0.1167030536
661	0.1166543772
662	0.1165950982
663	0.1165574871
664	0.1165017965
665	0.1164497254
666	0.1163401396
667	0.1162699297
668	0.1161752516
669	0.1161177932
670	0.1160533219
671	0.1160104662
672	0.1159662299
673	0.1158545623
674	0.115774165
675	0.1156607557
676	0.1156076391
677	0.1155742746
678	0.1155330894
679	0.115477473
680	0.1154149511
681	0.1153438191
682	0.115257066
683	0.1152080979
684	0.1151598947
685	0.115095798
686	0.1150358126
687	0.114986679
688	0.1149238253
689	0.1148758343
690	0.1148428645
691	0.1147756323
692	0.1147049275
693	0.1146476879
694	0.1145942543
695	0.1145550443
696	0.1145270481
697	0.1144425752
698	0.1144092831
699	0.1143628887
700	0.1143281711
701	0.114244853
702	0.1142332124
703	0.1141899332
704	0.1141051469
705	0.1140753689
706	0.114021033
707	0.1139164747
708	0.1138259347
709	0.1137972645
710	0.11376486
711	0.1137168678
712	0.1136563113
713	0.1136223379
714	0.1135775258
715	0.1135131947
716	0.1134530613
717	0.113377291
718	0.1133026362
719	0.1132330297
720	0.1131792054
721	0.1130988462
722	0.1130674942
723	0.1129723839
724	0.1129118836
725	0.1128722861
726	0.1128107043
727	0.1127403335
728	0.1126638861
729	0.1126015482
730	0.1125536481
731	0.1125088569
732	0.112422654
733	0.1123493876
734	0.1122824179
735	0.1122459042
736	0.1121956878
737	0.1121515037
738	0.1121122866
739	0.1120739561
740	0.1120403982
741	0.1119817443
742	0.1119091782
743	0.1118609877
744	0.1118060269
745	0.1117415941
746	0.1116994513
747	0.1116243895
748	0.1115921016
749	0.1115314172
750	0.1114962046
751	0.111469374
752	0.1114200078
753	0.1113616031
754	0.1112923042
755	0.1112521653
756	0.1111995406
757	0.1111246624
758	0.1110753175
759	0.1110455704
760	0.1109959539
761	0.1109557078
762	0.1108849824
763	0.1108297919
764	0.1107646761
765	0.1106968981
766	0.1106266716
767	0.1105920908
768	0.1105339208
769	0.1104466176
770	0.1103739884
771	0.1103397005
772	0.1102752601
773	0.1102205776
774	0.1101758238
775	0.1101104425
776	0.1100831966
777	0.1100396429
778	0.1099916126
779	0.1099596073
780	0.1099082457
781	0.1098574042
782	0.1097909232
783	0.1097354345
784	0.1096876177
785	0.1096480785
786	0.1095792056
787	0.1095204614
788	0.1094743837
789	0.1094179194
790	0.1093326928
791	0.1093001078
792	0.1092445487
793	0.1091788205
794	0.10914193
795	0.1091378726
796	0.1091293267
797	0.1090624259
798	0.1090199108
799	0.1089497473
800	0.1089186152
801	0.1088921053
802	0.1088068728
803	0.1087188237
804	0.1086513664
805	0.1085999657
806	0.1085219614
807	0.1084491099
808	0.1083938399
809	0.108341972
810	0.1082565899
811	0.1082332473
812	0.1082089024
813	0.108144345
814	0.10810743
815	0.1080180471
816	0.1079499029
817	0.107931222
818	0.1078727436
819	0.1077974829
820	0.1077475692
821	0.107680817
822	0.1076081453
823	0.1075705355
824	0.1074977169
825	0.1074581279
826	0.1074519255
827	0.1073514277
828	0.1073252141
829	0.1073022796
830	0.1072190712
831	0.10714403
832	0.1070841077
833	0.1070066423
834	0.1069112335
835	0.1068609785
836	0.1068097472
837	0.1067472602
838	0.1066891813
839	0.1066446757
840	0.1065976897
841	0.1065495325
842	0.1065170656
843	0.1064546266
844	0.1064275399
845	0.1063834359
846	0.1063521546
847	0.1063181105
848	0.1062308119
849	0.1062042673
850	0.1061827209
851	0.1061127016
852	0.1060702279
853	0.1060377163
854	0.106002518
855	0.1059139939
856	0.1058427107
857	0.105826726
858	0.1057843712
859	0.1057381452
860	0.105666034
861	0.1056298296
862	0.1055456806
863	0.10550073
864	0.1054663088
865	0.105423309
866	0.1053855144
867	0.1053102254
868	0.1052517119
869	0.1051978808
870	0.105174495
871	0.1051147826
872	0.1050484284
873	0.1050123628
874	0.104954238
875	0.1049137873
876	0.1048619647
877	0.1048236195
878	0.1047677108
879	0.1046809377
880	0.1046334003
881	0.1045985549
882	0.1045397317
883	0.1044893455
884	0.1044309208
885	0.1044026991
886	0.1043652709
887	0.1043174559
888	0.1042813495
889	0.1042389142
890	0.1041561499
891	0.1040946092
892	0.104045569
893	0.1039865518
894	0.1039189675
895	0.1038294589
896	0.1037629637
897	0.1037014069
898	0.1036683503
899	0.1036221926
900	0.1035847889
901	0.103553672
902	0.1035206106
903	0.1034476365
904	0.1033973236
905	0.1033442258
906	0.1032981279
907	0.1032345117
908	0.103176131
909	0.1031604264
910	0.1031238811
911	0.1030489606
912	0.1029754102
913	0.1029333636
914	0.1028763917
915	0.1028222396
916	0.102736265
917	0.1026973126
918	0.1026359208
919	0.1025943746
920	0.1025412192
921	0.1025126027
922	0.1024874118
923	0.1024427818
924	0.1023902862
925	0.1023086617
926	0.1022656873
927	0.1022431575
928	0.1021999734
929	0.1021614557
930	0.1020937327
931	0.1020705753
932	0.1020181799
933	0.1019853239
934	0.1019193956
935	0.1018650485
936	0.1018427071
937	0.101795983
938	0.1017426007
939	0.1016985055
940	0.1016603519
941	0.1016173559
942	0.1015598331
943	0.1015070737
944	0.1014546779
945	0.101433206
946	0.1013462377
947	0.1013098295
948	0.1012745328
949	0.1012091079
950	0.1011643537
951	0.1010916514
952	0.1010564155
953	0.1010372265
954	0.1009422843
955	0.1009205333
956	0.100880203
957	0.1008557653
958	0.1008313822
959	0.1008073771
960	0.1007668442
961	0.1007022006
962	0.1006661629
963	0.1006203728
964	0.1005335923
965	0.1005065534
966	0.100481502
967	0.100430788
968	0.1003718672
969	0.1003358022
970	0.1002807384
971	0.1002108763
972	0.1001540188
973	0.1000690215
974	0.1000165319
975	0.09996957864
976	0.09990117794
977	0.09987612336
978	0.09981763483
979	0.09977908087
980	0.09974051843
981	0.09971051484
982	0.09962318139
983	0.09960909826
984	0.09958109397
985	0.09956890656
986	0.0995184932
987	0.09948620098
988	0.09943704054
989	0.09939441358
990	0.0993494285
991	0.09928819894
992	0.09922278937
993	0.09916019288
994	0.09913629164
995	0.09911569331
996	0.09908823829
997	0.09901765328
998	0.09900169148
999	0.09895335114
